,red_card_continent,age,nation,league,team,goals_selection,selections_nation,position,price,goal_champ,assist_champ,own_goal_champ,yellow_card_champ,second_yellow_card_champ,red_card_champ,goal_cup,assist_cup,own_goal_cup,yellow_card_cup,second_yellow_card_cup,red_card_cup,goal_continent,assist_continent,own_goal_continent,yellow_card_continent,second_yellow_card_continent
11270,0.0,26,Iran,PersianGulfProLeague,EsteghlalKhz.,0,0,Goalkeeper,200000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0
6079,0.0,23,Morocco,BotolaPro,O.Khouribga,0,0,Defender,200000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5227,0.0,26,Algeria,LigueProfessionnelle1,MCAlgier,0,1,DefensiveMidfield,700000.0,21.0,10.0,0.0,25.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9338,0.0,21,Brazil,SérieA,GoiásEC,0,0,AttackingMidfield,100000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4770,0.0,22,Italy,SerieA,ACMilan,0,0,CentralMidfield,1000000.0,6.0,2.0,0.0,19.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3786,0.0,25,Greece,SuperLeague,Olympiacos,0,1,LeftWinger,1000000.0,19.0,2.0,0.0,7.0,0.0,0.0,6.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6640,0.0,20,Tunisia,LigueIPro,StadeGabèsien,0,0,LeftWinger,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7810,0.0,36,Uruguay,PrimeraDivisión,CAFénix,0,0,DefensiveMidfield,50000.0,7.0,11.0,0.0,63.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0
7246,0.0,34,Mexico,AscensoMXClausura,LeonesNegros,0,0,DefensiveMidfield,400000.0,18.0,15.0,0.0,82.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0
3174,0.0,24,Nigeria,JupilerProLeague,KAAGent,0,2,DefensiveMidfield,3000000.0,0.0,0.0,0.0,40.0,4.0,2.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0
10262,0.0,30,Japan,J2League,OmiyaArdija,0,0,Goalkeeper,400000.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
3474,0.0,22,Greece,SuperLeague,Panathinaikos,0,13,Goalkeeper,300000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
4668,2.0,24,Argentina,SerieA,UdineseCalcio,0,0,Goalkeeper,4000000.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0
8547,0.0,22,Colombia,LigaÁguilaI,Indep.SantaFe,0,0,AttackingMidfield,400000.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4728,0.0,24,Argentina,SerieA,UdineseCalcio,0,4,LeftWinger,18000000.0,21.0,24.0,0.0,31.0,0.0,2.0,1.0,1.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
10493,0.0,31,Japan,NationalLeague,YangonUtd.,0,0,AttackingMidfield,150000.0,6.0,4.0,0.0,15.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,18.0,37,Brazil,PremierLeague,Watford,0,12,Goalkeeper,1000000.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,0.0,0.0,1.0,51.0
5280,0.0,27,Egypt,PremierLeague,Ittehad,0,0,CentralMidfield,250000.0,4.0,17.0,0.0,13.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3707,1.0,27,Peru,PremierLiga,Krasnodar,8,50,AttackingMidfield,5000000.0,26.0,30.0,0.0,20.0,2.0,4.0,11.0,7.0,0.0,8.0,0.0,2.0,2.0,4.0,0.0,1.0,1.0
719,0.0,24,Afghanistan,FirstDivision,NeaSalamis,0,10,CentralMidfield,400000.0,10.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5073,0.0,27,SouthAfrica,ABSAPremiership,Bloemfontein,0,0,DefensiveMidfield,350000.0,6.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5075,0.0,25,SouthAfrica,ABSAPremiership,AmaZuluFC,0,0,RightWinger,75000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6672,0.0,21,Senegal,LigueIPro,USMonastir,0,0,Midfielder,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8415,0.0,32,Colombia,LigaÁguilaI,JaguaresFC,0,2,DefensiveMidfield,300000.0,14.0,7.0,0.0,59.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9266,0.0,21,Venezuela,SérieA,SantosFC,0,7,LeftWinger,2250000.0,7.0,13.0,0.0,7.0,0.0,0.0,5.0,7.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
7618,0.0,26,Slovenia,USLC,SacramentoFC,0,1,LeftMidfield,200000.0,19.0,17.0,0.0,34.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9859,1.0,30,Australia,A0League,SydneyFC,0,2,Goalkeeper,350000.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0
3785,0.0,28,Greece,SuperLeague,Olympiacos,3,25,RightWinger,2000000.0,27.0,36.0,0.0,6.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0
2940,0.0,30,Turkey,SüperLig,Antalyaspor,0,0,Goalkeeper,200000.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0
3934,0.0,28,Argentina,LigaNOS,BelenensesSAD,0,0,SecondStriker,350000.0,33.0,12.0,0.0,15.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8895,0.0,41,Argentina,PrimeraDivisión,CAPatronato,0,0,Goalkeeper,100000.0,0.0,0.0,1.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6581,0.0,25,Algeria,LigueProfessionnelle1,NAHusseinDey,0,0,Forward,200000.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,28,England,PremierLeague,Brighton,0,7,Goalkeeper,750000.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
4769,0.0,25,Uruguay,SerieA,ACMilan,0,15,LeftMidfield,16000000.0,10.0,12.0,0.0,16.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5014,0.0,25,SouthAfrica,ABSAPremiership,BidvestWitsFC,0,0,AttackingMidfield,250000.0,6.0,8.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4578,0.0,29,Curacao,Eredivisie,PSVEindhoven,0,23,Goalkeeper,2000000.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
4156,0.0,21,Croatia,Eredivisie,FortunaSittard,0,11,CentralMidfield,3500000.0,11.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7626,0.0,27,Venezuela,TorneoApertura,CaracasFC,0,0,RightWinger,325000.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
7596,0.0,20,UnitedStates,USLC,PhoenixRising,0,1,AttackingMidfield,150000.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9572,0.0,33,"Korea,South",KLeague2,DaejeonCitizen,0,14,CentralMidfield,150000.0,6.0,2.0,0.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0
7404,0.0,16,UnitedStates,USLC,TacomaDefiance,0,0,RightMidfield,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6597,0.0,21,Algeria,LigueProfessionnelle1,USMAlger,0,7,DefensiveMidfield,300000.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8191,10.0,38,Mexico,LigaMXClausura,CDCruzAzul,0,54,Goalkeeper,1000000.0,0.0,0.0,0.0,55.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0
2433,0.0,24,Cameroon,SuperLeague,FCSion,0,4,CentralMidfield,500000.0,0.0,4.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10595,0.0,24,Fiji,PremierLeague,RewaFA,0,0,Goalkeeper,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12413,0.0,22,SaudiArabia,ProfessionalLeague,Shabab,0,5,DefensiveMidfield,175000.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2113,0.0,23,Romania,Liga1,SepsiSf.Gh.,0,1,Goalkeeper,350000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
8204,0.0,22,Mexico,LigaMXClausura,SantosLaguna,0,0,Goalkeeper,400000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8311,0.0,22,Mexico,LigaMXClausura,TigresUANL,0,0,Forward,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1451,0.0,25,Germany,Ekstraklasa,WislaPlock,0,4,Goalkeeper,300000.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
224,0.0,27,England,PremierLeague,Leicester,0,3,CentralMidfield,1500000.0,7.0,15.0,0.0,8.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6094,0.0,28,Morocco,BotolaPro,Mouloudia,0,0,RightWinger,425000.0,10.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2745,0.0,32,England,Premiership,HibernianFC,0,0,DefensiveMidfield,350000.0,8.0,8.0,0.0,56.0,0.0,5.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11176,0.0,22,Brazil,HongKongPL,HoiKing,0,3,AttackingMidfield,200000.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,23,Venezuela,FirstDivision,AlkiOroklini,0,0,Goalkeeper,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7311,0.0,22,Argentina,PrimeraBNacional,GyEMendoza,0,0,RightWinger,50000.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1903,0.0,23,CzechRepublic,FortunaLiga,1.FKPribram,0,0,Goalkeeper,100000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
12088,0.0,27,China,SuperLeague,CQDangdaiLif.,0,1,AttackingMidfield,300000.0,7.0,11.0,1.0,17.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2075,0.0,28,Romania,Liga1,FCPoliIasi,0,0,LeftMidfield,250000.0,15.0,12.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4662,0.0,26,Italy,SerieA,Parma,1,3,CentralMidfield,1500000.0,36.0,10.0,0.0,35.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6799,0.0,35,CostaRica,PrimeraDiv.Clausura,ADSanCarlos,1,5,DefensiveMidfield,100000.0,4.0,6.0,1.0,70.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2039,0.0,30,CzechRepublic,FortunaLiga,FKJablonec,0,6,Goalkeeper,500000.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
12030,0.0,21,UnitedArabEmirates,UAEGulfLeague,Al0WahdaFC,0,0,CentralMidfield,25000.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2435,0.0,36,Portugal,SuperLeague,FCSion,2,7,LeftMidfield,500000.0,55.0,65.0,1.0,44.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0
6322,0.0,25,SouthAfrica,ABSAPremiership,MaritzburgUtd.,0,1,RightWinger,800000.0,10.0,20.0,0.0,19.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9627,0.0,27,UnitedStates,KLeague2,SuwonFC,0,0,RightMidfield,300000.0,19.0,12.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6017,0.0,32,Coted'Ivoire,ABSAPremiership,FSStars,0,12,Goalkeeper,500000.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2458,0.0,30,Croatia,SuperLeague,Grasshoppers,0,0,DefensiveMidfield,1000000.0,38.0,10.0,0.0,43.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3417,1.0,27,Turkey,SüperLig,Fenerbahce,0,16,AttackingMidfield,2000000.0,19.0,36.0,0.0,63.0,1.0,1.0,3.0,5.0,0.0,6.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0
6317,0.0,22,SouthAfrica,ABSAPremiership,SuperSportUtd.,1,3,CentralMidfield,750000.0,4.0,6.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10506,0.0,22,Myanmar,NationalLeague,YadanarbonFC,0,13,CentralMidfield,150000.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10875,0.0,32,Indonesia,Liga1,Persipura,14,48,RightWinger,300000.0,23.0,20.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12109,0.0,24,Japan,J1League,OitaTrinita,0,0,Goalkeeper,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
11477,0.0,22,Iran,PersianGulfProLeague,ZobAhan,0,0,RightWinger,250000.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12264,0.0,25,China,SuperLeague,BJSinoboGuoan,0,0,Goalkeeper,200000.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
5893,0.0,23,Egypt,PremierLeague,Gaish,0,0,AttackingMidfield,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6889,0.0,21,CostaRica,PrimeraDiv.Clausura,Herediano,0,2,LeftMidfield,175000.0,5.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8078,0.0,25,Colombia,LigaMXClausura,PueblaFC,0,0,LeftWinger,1000000.0,34.0,32.0,0.0,7.0,0.0,1.0,7.0,10.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
60,0.0,21,Cyprus,FirstDivision,En.Paralimni,0,13,CentralMidfield,150000.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3807,0.0,25,Nigeria,LigaNOS,VitóriaSetúbal,0,7,DefensiveMidfield,2000000.0,5.0,3.0,0.0,33.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3230,0.0,28,Turkey,SüperLig,Konyaspor,0,0,DefensiveMidfield,350000.0,6.0,2.0,0.0,18.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
232,0.0,25,Wales,PremierLeague,Leicester,0,5,Goalkeeper,10000000.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
11567,0.0,29,Qatar,StarsLeague,AlKharitiyat,0,0,Forward,50000.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10058,0.0,34,CostaRica,BangladeshPL,Bashund.Kings,0,17,LeftWinger,325000.0,73.0,41.0,0.0,46.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0
1094,0.0,20,Croatia,1.HNL,HNKGorica,0,0,LeftWinger,50000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1255,0.0,23,France,ParvaLiga,BotevVratsa,0,0,Goalkeeper,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9170,1.0,35,Argentina,PrimeraDivisión,SanLorenzo,0,6,AttackingMidfield,2000000.0,56.0,69.0,0.0,57.0,0.0,3.0,10.0,10.0,0.0,12.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0
11838,0.0,27,"Korea,South",KLeague1,JeonbukMotors,0,0,DefensiveMidfield,300000.0,6.0,8.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11762,0.0,21,Thailand,ThaiLeague,ChonburiFC,0,0,CentralMidfield,25000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8287,0.0,25,Colombia,LigaÁguilaI,AlianzaPetrol.,0,0,RightWinger,450000.0,2.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10135,0.0,25,Japan,J2League,Zweig.Kanazawa,0,0,LeftMidfield,300000.0,12.0,5.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11586,0.0,19,Qatar,StarsLeague,AlSailiya,0,0,Defender,25000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5135,0.0,27,SouthAfrica,ABSAPremiership,Sundowns,0,3,LeftWinger,750000.0,10.0,23.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9744,0.0,22,Iran,AzadeganLeague,GolGohar,0,0,Goalkeeper,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5924,0.0,23,Egypt,PremierLeague,Petrojet,0,0,CentralMidfield,150000.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,0.0,21,Wales,PremierLeague,Bournemouth,0,9,AttackingMidfield,12000000.0,10.0,10.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8649,0.0,22,Venezuela,MLS,SaltLake,0,7,RightWinger,1250000.0,15.0,16.0,0.0,2.0,0.0,0.0,20.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11361,0.0,28,Iran,PersianGulfProLeague,MachineSazi,0,0,RightWinger,225000.0,9.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6939,0.0,21,Venezuela,TorneoApertura,AraguaFC,0,13,DefensiveMidfield,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10921,0.0,26,Indonesia,Liga1,BaliUnited,0,0,Goalkeeper,125000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9500,1.0,28,Brazil,SérieA,Flamengo,0,0,RightWinger,4000000.0,16.0,26.0,1.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0
12201,0.0,28,China,SuperLeague,HNJianye,0,0,Goalkeeper,75000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2486,0.0,30,Switzerland,SuperLeague,FCLuzern,2,6,RightMidfield,750000.0,56.0,70.0,0.0,69.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0
2738,0.0,22,Ghana,Premiership,HibernianFC,0,5,LeftWinger,250000.0,6.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4195,0.0,25,Netherlands,Eredivisie,AZAlkmaar,0,5,CentralMidfield,2000000.0,30.0,28.0,0.0,21.0,0.0,1.0,11.0,9.0,0.0,3.0,0.0,0.0,7.0,4.0,0.0,6.0,0.0
10484,0.0,29,Cameroon,NationalLeague,ZwekapinUtd.,0,0,Midfielder,125000.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1248,0.0,32,Bulgaria,ParvaLiga,Lok.Plovdiv,0,0,Goalkeeper,300000.0,0.0,0.0,0.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
9728,0.0,34,Australia,A0League,BrisbaneRoar,8,53,AttackingMidfield,750000.0,61.0,44.0,0.0,23.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0
4582,0.0,22,Bulgaria,SerieA,CagliariCalcio,1,2,RightWinger,2000000.0,26.0,24.0,0.0,11.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
9182,0.0,18,Argentina,PrimeraDivisión,GodoyCruz,0,0,CentralMidfield,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910,0.0,26,France,Ligue1,NîmesOlympique,1,6,CentralMidfield,4000000.0,7.0,16.0,0.0,30.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,5.0,2.0,0.0,5.0,0.0
2908,0.0,25,Ireland,Premiership,MotherwellFC,0,2,DefensiveMidfield,400000.0,10.0,6.0,0.0,49.0,3.0,1.0,5.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2993,0.0,22,Finland,JupilerProLeague,ZulteWaregem,1,3,AttackingMidfield,250000.0,16.0,12.0,0.0,5.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5443,0.0,24,Japan,J2League,AlbirexNiigata,0,0,DefensiveMidfield,300000.0,1.0,10.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,0.0,20,France,Ligue1,StadeRennais,0,0,LeftMidfield,300000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2358,1.0,34,Coted'Ivoire,SuperLeague,NEXamax,1,43,DefensiveMidfield,750000.0,13.0,18.0,0.0,51.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0
2813,0.0,21,Austria,Bundesliga,AdmiraWacker,0,1,DefensiveMidfield,400000.0,6.0,4.0,0.0,21.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,0.0,31,Switzerland,Bundesliga,Hannover96,0,14,DefensiveMidfield,2500000.0,11.0,42.0,0.0,80.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
7650,0.0,19,Brazil,SérieB,CriciúmaEC,0,0,Goalkeeper,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4168,0.0,26,Bosnia0Herzegovina,Eredivisie,VVV0Venlo,0,8,CentralMidfield,1250000.0,31.0,24.0,0.0,39.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
