ranking,club name ,country,point score,1 year change,previous point scored,symbol change
1538,Universitario de Vinto,Bolivia,1292,99,1300,-
1280,Universitatea Cluj,Romania,1317,1,1317,-
1743,Universitatea Craiova,Romania,1275,3,1275,-
1273,Université Ngaoundéré,Cameroon,1318,5,1318,-
2730,University College Dublin,Ireland,1169,8,1175,-
1763,Urana,Niger,1273,2,1273,-
463,Urawa Red Diamonds,Japan,1443,58,1429,+
463,Urawa Red Diamonds,Japan,1443,58,1429,+
2468,Urena SC,Venezuela,1223,25,1223,-
1266,US Biskra,Algeria,1319,436,1279,+
1931,US Bitam,Tahiti,1261,12,1261,-
706,US Monastir,Tunisia,1392,16,1391,+
2106,US Panda B5,Congo DR,1250,9,1250,-
1268,US Tataouine,Tunisia,1319,287,1293,+
1595,Usc Bassam,Ivory Coast,1288,115,1299,-
1661,USFAS Bamako,Mali,1283,6,1283,-
2059,USGN,Niger,1252,3,1252,-
474,USM Alger,Algeria,1441,104,1416,+
474,USM Alger,Algeria,1441,104,1416,+
1651,USM Bel Abbès,Algeria,1284,72,1277,+
1840,USM Blida,Algeria,1268,12,1268,-
1218,USM El Harrach,Algeria,1324,7,1324,-
1934,Ústí nad Labem,Czech Republic,1261,11,1261,-
2078,UWI FC,Jamaica,1251,0,1251,-
1599,V-Varen Nagasaki,Japan,1288,21,1288,-
67,Valencia,Spain,1668,27,1620,+
2349,Valencia de Leogane,Haiti,1233,42,1233,-
734,Valenciennes,France,1387,18,1387,-
561,Vålerenga,Norway,1421,25,1415,+
1703,Valmiera FK,Latvia,1279,546,1244,+
1175,Vancouver Whitecaps,Canada,1328,194,1306,+
968,Varbergs BoIS,Sweden,1351,324,1315,+
990,Vardar Skopje,Macedonia,1347,115,1360,-
1470,Vasas Budapest,Hungary,1298,20,1298,-
308,Vasco da Gama,Brazil,1492,6,1492,-
1594,Vegalta Sendai,Japan,1288,215,1305,-
1873,Vejle Boldklub,Denmark,1265,230,1286,-
1364,Velež Mostar,Bosnia and Herzegovina,1306,138,1298,+
101,Vélez Sarsfield,Argentina,1618,37,1581,+
1830,Vendsyssel FF,Denmark,1268,11,1268,-
513,Venezia FC,Italy,1432,225,1500,-
1392,Ventforet Kofu,Japan,1303,0,1303,-
1147,Ventspils,Latvia,1330,115,1343,-
1904,Venus,Syria,1263,10,1263,-
2144,Veraguas FC,Panama,1248,164,1256,-
2156,Verdes FC,Belize,1247,39,1247,-
2624,Vere United FC,Jamaica,1203,8,1203,-
655,Veres Rivne,Ukraine,1400,39,1391,+
2731,Vereya,Bulgaria,1169,2,1169,-
1653,Veria FC,Greece,1284,8,1284,-
1620,Vestsjælland,Denmark,1286,16,1286,-
1912,Veti Club,Congo DR,1262,11,1262,-
175,VfB Stuttgart,Germany,1556,66,1610,-
1246,Viborg,Denmark,1320,295,1294,+
2141,Victoria,Honduras,1248,329,1225,+
2453,Victoria,Zimbabwe,1225,24,1225,-
1945,Victoria Branesti,Romania,1260,15,1260,-
2499,Vidima-Rakovski,Bulgaria,1221,22,1221,-
2002,Viettel Football Club,Vietnam,1256,95,1250,+
595,Viitorul Constanţa,Romania,1412,31,1405,+
418,Viking FK,Norway,1457,181,1410,+
78,Viktoria Plzeň,Czech Republic,1647,19,1617,+
1569,Viktoria Žižkov,Czech Republic,1290,26,1290,-
2318,Villa Espanola,Uruguay,1236,926,1303,-
1343,Villa Teresa,Uruguay,1309,10,1309,-
18,Villarreal,Spain,1799,2,1782,+
1609,Virunga,Congo DR,1287,17,1287,-
515,Vissel Kobe,Japan,1432,102,1406,+
1388,Vista Hermosa,El Salvador,1304,0,1304,-
237,Vita Club,Congo DR,1528,21,1515,+
271,Vitesse,Netherlands,1512,128,1576,-
2662,Vitez,Bosnia and Herzegovina,1193,13,1193,-
469,Vitória,Brazil,1442,2,1442,-
469,Vitória,Brazil,1442,2,1442,-
361,Vitória Guimarães,Portugal,1471,3,1473,-
815,Vitória Setúbal,Portugal,1371,21,1371,-
2709,Vitosha Bistritsa,Bulgaria,1179,5,1179,-
1753,Voinţa Sibiu,Romania,1274,3,1274,-
593,Vojvodina,Serbia,1413,183,1456,-
1831,Volga Nyzhnyi,Russia,1268,11,1268,-
984,Volos New Football Club,Greece,1348,36,1344,+
1695,Volyn,Ukraine,1280,1,1280,-
417,Vorskla Poltava,Ukraine,1457,103,1429,+
2226,Vostok,Kazakhstan,1243,38,1243,-
860,Voždovac,Serbia,1365,192,1341,+
1492,VPS,Finland,1297,1,1298,-
2474,Vutuka,Congo DR,1223,26,1223,-
1654,VVV-Venlo,Netherlands,1284,355,1315,-
1047,Vysočina Jihlava,Czech Republic,1341,7,1341,-
1033,W Connection FC,Trinidad and Tobago,1342,9,1342,-
2317,WA Tlemcen,Algeria,1236,779,1294,-
1745,Waasland-Beveren,Belgium,1275,4,1275,-
2139,Wad Hashim SC Sennar,Sudan,1248,42,1248,-
1418,Wadi Degla FC,Egypt,1302,161,1291,+
2372,WaiBOP United,New Zealand,1232,32,1232,-
852,Waitakere United,New Zealand,1366,9,1366,-
2533,Wanderers SC,New Zealand,1217,21,1217,-
2760,Warrenpoint Town,Northern Ireland,1110,6,1144,-
1054,Warri Wolves FC,Nigeria,1340,171,1360,-
2153,Warrior,Estonia,1247,41,1247,-
2256,Wassaman United,Ghana,1241,39,1241,-
983,Waterford FC,Ireland,1348,4,1348,-
1455,Waterford United FC,Ireland,1299,27,1299,-
995,Waterhouse FC,Jamaica,1346,254,1320,+
319,Watford,England,1488,162,1565,-
1404,Wellington Phoenix,Australia,1303,160,1292,+
2532,Wellington Phoenix Reserves,New Zealand,1217,21,1217,-
2527,Welshpool Town,Wales,1218,22,1218,-
299,Werder Bremen,Germany,1496,70,1528,-
341,West Brom,England,1478,76,1509,-
33,West Ham United,England,1754,10,1716,+
1575,Westerlo,Belgium,1289,24,1289,-
1309,Western Sydney,Australia,1313,92,1323,-
1698,Western United FC,Solomon Islands,1280,22,1278,+
2278,Wexford Youths,Ireland,1240,41,1240,-
2528,WhaWha,Zimbabwe,1218,138,1233,-
1434,Widzew Łódz,Poland,1301,0,1301,-
1885,Wiener Neustadt,Austria,1264,10,1264,-
265,Wigan Athletic,England,1515,6,1515,-
1114,Wikki Tourist,Nigeria,1333,120,1347,-
1733,Wiliete SC,Angola,1276,269,1255,+
1074,Willem II,Netherlands,1338,397,1394,-
1664,Williamsville Athletic Club,Ivory Coast,1283,4,1283,-
1319,Wisła Kraków,Poland,1312,218,1335,-
1076,Wisła Płock,Poland,1338,164,1321,+
2708,WIT Georgia Tbilisi,Georgia,1180,5,1180,-
559,Wolfsberger AC,Austria,1421,83,1441,-
177,Wolfsburg,Germany,1554,151,1757,-
58,Wolverhampton Wanderers,England,1681,37,1619,+
1191,WSG Tirol,Austria,1326,63,1319,+
1917,Wuachon United,Thailand,1262,12,1262,-
1621,Wuhan F.C.,China PR,1286,96,1296,-
1301,WWS Rangers,Zimbabwe,1314,9,1314,-
148,Wydad Casablanca,Morocco,1574,73,1532,+
1791,Wydad Fès,Morocco,1271,3,1271,-
892,Xanthi FC,Greece,1359,4,1359,-
1096,Xelajú,Guatemala,1336,216,1360,-
2283,Xinabajul,Guatemala,1239,43,1239,-
2486,Xorazm,Uzbekistan,1222,25,1222,-
2188,Yadah FC,Zimbabwe,1245,91,1250,-
2629,Yafoot FC Yaounde 2,Cameroon,1202,217,1232,-
2006,Yanbian,China PR,1255,6,1255,-
2524,Yaracuyanos FC,Venezuela,1218,194,1238,-
1505,Yeni Malatyaspor,Turkey,1296,638,1362,-
1261,Yenisey Krasnoyarsk,Russia,1319,5,1319,-
1995,Yobe Desert Stars,Nigeria,1256,12,1256,-
200,Yokohama F. Marinos,Japan,1543,75,1505,+
1966,Yokohama FC,Japan,1259,56,1254,+
2345,Yopougon FC,Ivory Coast,1234,41,1234,-
2070,Young Africans,Tanzania,1252,1,1252,-
82,Young Boys,Switzerland,1641,28,1688,-
2126,Young Green Eagles,Zambia,1249,81,1246,+
2725,Young Heart Manawatu,New Zealand,1174,2,1174,-
602,Young Sport Academy Bamenda,Cameroon,1411,194,1371,+
1321,Youssoufia Berrechid,Morocco,1312,218,1335,-
1903,Zacapa,Guatemala,1263,10,1263,-
1115,Zagłębie Lubin,Poland,1333,436,1393,-
2064,Zagłębie Sosnowiec,Poland,1252,0,1252,-
1017,Zalaegerszegi TE,Hungary,1344,130,1330,+
263,Zalgiris Vilnius,Lithuania,1516,14,1504,+
1909,Zamfara United FC,Nigeria,1263,10,1263,-
982,Zamora FC,Venezuela,1349,2,1349,-
865,Zanaco,Zambia,1365,177,1392,-
2649,Zaprešić,Croatia,1197,11,1197,-
1136,Zaria Bălți,Moldova,1331,78,1341,-
1316,Zarzis,Tunisia,1312,81,1322,-
1116,Zavrč,Slovenia,1333,2,1333,-
1417,Zawisza Bydgoszcz,Poland,1302,1,1302,-
649,Željezničar,Bosnia and Herzegovina,1402,130,1429,-
1694,Zemplin Michalovce,Slovakia,1280,75,1272,+
55,Zenit St. Petersburg,Russia,1685,9,1668,+
644,ZESCO United,Zambia,1404,39,1409,-
2136,Zestafoni,Georgia,1248,43,1248,-
1497,Zeta,Montenegro,1296,324,1327,-
1138,Zhetysu Taldykorgan,Kazakhstan,1331,191,1351,-
567,Žilina,Slovakia,1420,221,1476,-
2069,Zimbabwe Saints,Zimbabwe,1252,1,1252,-
1279,Zimbru,Moldova,1317,145,1331,-
1095,Zirə,Azerbaijan,1336,4,1336,-
1711,Zlate Moravce,Slovakia,1278,278,1301,-
1131,Znojmo,Czech Republic,1331,5,1331,-
960,Zob Ahan Isfahan FC,Iran,1352,73,1359,-
145,Zorya Luhansk,Ukraine,1579,27,1555,+
1473,ZPC Kariba,Zimbabwe,1298,53,1302,-
316,Zrinjski Mostar,Bosnia and Herzegovina,1488,127,1449,+
1387,Zulia,Venezuela,1304,123,1318,-
1187,Zulte Waregem,Belgium,1326,423,1377,-
2389,Zumunta,Niger,1231,30,1231,-
325,Zürich,Switzerland,1484,424,1381,+
